As of Date,Facility County,Patients Age Less Than 1 Year,Patients Age 1 To 4 Years,Patients Age 5 to 19 Years,Patients Age 20 to 44 Years,Patients Age 45 to 54 Years,Patients Age 55 to 64 Years,Patients Age 65 to 74 Years,Patients Age 75 to 84 Years,Patients Age Greater Than 85 Years
9/9/22,JEFFERSON,0,0,0,0,0,1,3,2,0
9/9/22,KINGS,1,2,2,27,16,37,39,38,46
9/9/22,LEWIS,0,0,0,0,0,0,0,0,1
9/9/22,LIVINGSTON,0,0,0,0,0,2,0,0,1
9/9/22,MADISON,0,0,0,1,0,0,0,3,2
9/9/22,MONROE,1,2,1,16,4,17,39,38,24
9/9/22,MONTGOMERY,0,0,0,0,0,1,0,2,1
9/9/22,NASSAU,0,1,2,16,10,31,46,40,49
9/9/22,NEW YORK,6,0,9,49,24,55,39,48,42
9/9/22,NIAGARA,0,0,0,0,0,3,1,1,3
9/9/22,ONEIDA,1,0,0,3,3,5,10,13,5
9/9/22,ONONDAGA,0,0,2,10,5,8,18,10,6
9/9/22,ONTARIO,0,0,0,0,2,0,0,6,3
9/9/22,ORANGE,0,0,0,6,2,4,5,15,10
9/9/22,ORLEANS,0,0,0,0,0,0,0,0,0
9/9/22,OSWEGO,0,0,0,0,1,2,0,1,0
9/9/22,OTSEGO,0,0,0,0,0,0,6,0,2
9/9/22,PUTNAM,0,0,0,1,0,0,0,1,1
9/9/22,QUEENS,2,2,4,16,19,32,31,29,32
9/9/22,RENSSELAER,0,0,0,1,0,1,2,5,4
9/9/22,RICHMOND,0,0,1,6,6,7,17,10,10
9/9/22,ROCKLAND,0,0,0,5,4,3,6,6,5
9/9/22,SARATOGA,0,0,0,1,0,2,3,4,3
9/9/22,SCHENECTADY,0,0,0,0,2,2,3,4,5
9/9/22,SCHOHARIE,0,0,0,0,0,0,0,0,0
9/9/22,SCHUYLER,0,0,0,0,0,0,0,0,0
9/9/22,ST.LAWRENCE,0,0,1,1,1,0,4,3,0
9/9/22,STEUBEN,0,0,0,0,0,0,0,2,2
9/9/22,SUFFOLK,1,0,2,22,11,30,36,52,47
9/9/22,SULLIVAN,0,0,0,1,1,0,1,2,0
9/9/22,TOMPKINS,0,0,0,2,2,1,0,2,0
9/9/22,ULSTER,0,0,0,0,0,1,3,7,4
9/9/22,WARREN,0,0,0,1,0,2,5,3,5
9/9/22,WAYNE,0,0,1,1,0,1,1,1,0
9/9/22,WESTCHESTER,0,0,7,12,13,15,22,23,33
9/9/22,WYOMING,0,0,0,0,0,0,0,0,0
9/9/22,YATES,0,0,0,0,0,0,0,0,0
9/12/22,ALBANY,0,0,4,9,2,7,12,14,7
9/12/22,ALLEGANY,0,0,0,0,0,1,0,2,3
9/12/22,BRONX,1,0,2,12,8,22,23,26,13
9/12/22,BROOME,0,0,0,5,3,8,18,19,12
9/12/22,CATTARAUGUS,0,0,0,1,0,4,4,1,3
9/12/22,CAYUGA,0,0,0,0,1,0,0,4,0
9/12/22,CHAUTAUQUA,0,0,0,1,1,1,3,1,0
9/12/22,CHEMUNG,0,0,0,1,0,4,4,3,5
9/12/22,CHENANGO,0,0,0,0,0,0,0,2,0
9/12/22,CLINTON,0,0,0,0,0,1,5,3,3
9/12/22,COLUMBIA,0,0,0,0,0,1,1,3,3
9/12/22,CORTLAND,0,0,0,0,0,0,2,1,0
9/12/22,DELAWARE,0,0,0,0,0,0,1,2,1
9/12/22,DUTCHESS,1,0,0,4,0,4,11,2,10
9/12/22,ERIE,1,0,3,13,7,16,22,19,20
9/12/22,ESSEX,0,0,0,0,0,0,0,1,1
9/12/22,FRANKLIN,0,0,0,0,0,0,0,1,2
9/12/22,FULTON,0,0,0,0,0,0,0,0,1
9/12/22,GENESEE,0,0,0,1,1,0,0,2,4
9/12/22,HERKIMER,0,0,0,0,0,0,0,0,0
9/12/22,JEFFERSON,0,0,0,1,0,2,5,4,0
9/12/22,KINGS,0,1,2,32,18,34,32,48,43
9/12/22,LEWIS,0,0,0,0,0,1,0,2,1
9/12/22,LIVINGSTON,0,0,0,0,0,1,0,1,1
9/12/22,MADISON,0,0,0,0,0,0,0,2,3
9/12/22,MONROE,0,2,2,16,7,26,39,38,37
9/12/22,MONTGOMERY,0,0,0,0,0,2,0,2,2
9/12/22,NASSAU,1,0,2,12,7,32,44,45,53
9/12/22,NEW YORK,7,3,7,48,25,60,39,49,36
9/12/22,NIAGARA,0,0,0,1,1,2,2,3,3
9/12/22,ONEIDA,0,0,0,4,2,5,9,13,6
9/12/22,ONONDAGA,0,1,3,9,5,11,19,9,10
9/12/22,ONTARIO,0,0,0,0,2,2,3,7,4
9/12/22,ORANGE,0,0,0,8,1,6,4,12,6
9/12/22,ORLEANS,0,0,0,0,0,0,0,0,0
9/12/22,OSWEGO,0,0,0,0,1,1,0,1,1
9/12/22,OTSEGO,0,0,0,0,0,1,3,1,2
9/12/22,PUTNAM,0,0,0,0,1,0,0,2,1
9/12/22,QUEENS,2,2,4,19,18,32,33,32,35
9/12/22,RENSSELAER,0,0,0,2,0,2,2,5,7
9/12/22,RICHMOND,1,0,0,6,6,5,10,6,12
9/12/22,ROCKLAND,0,0,0,1,3,6,4,10,4
9/12/22,SARATOGA,0,0,0,2,1,3,3,6,3
9/12/22,SCHENECTADY,0,0,0,0,1,2,2,2,5
9/12/22,SCHOHARIE,0,0,0,0,0,0,0,0,0
9/12/22,SCHUYLER,0,0,0,0,0,0,0,0,0
9/12/22,ST.LAWRENCE,0,0,0,0,1,0,4,1,1
9/12/22,STEUBEN,0,0,0,0,0,0,0,2,4
9/12/22,SUFFOLK,2,0,1,13,11,30,32,48,44
9/12/22,SULLIVAN,0,0,0,1,0,0,1,4,0
9/12/22,TOMPKINS,0,0,0,1,2,1,0,3,1
9/12/22,ULSTER,0,0,0,0,0,1,2,6,3
9/12/22,WARREN,0,0,0,0,0,2,4,6,6
9/12/22,WAYNE,0,0,1,1,0,0,2,1,1
9/12/22,WESTCHESTER,0,1,5,17,9,9,25,32,33
9/12/22,WYOMING,0,0,0,0,0,0,0,0,1
9/12/22,YATES,0,0,0,0,0,0,0,0,1
9/13/22,ALBANY,0,1,4,10,2,8,12,13,7
9/13/22,ALLEGANY,0,0,0,0,0,1,0,1,2
9/13/22,BRONX,0,0,1,11,5,17,19,22,13
9/13/22,BROOME,0,0,0,2,1,8,13,18,13
9/13/22,CATTARAUGUS,0,0,0,1,2,4,3,2,3
9/13/22,CAYUGA,0,0,0,0,0,2,0,4,0
9/13/22,CHAUTAUQUA,0,0,0,1,1,0,3,1,1
9/13/22,CHEMUNG,0,0,0,1,2,4,3,4,4
9/13/22,CHENANGO,0,0,0,0,0,0,0,2,0
9/13/22,CLINTON,0,0,0,0,1,1,4,4,4
9/13/22,COLUMBIA,0,0,0,0,0,3,1,3,2
9/13/22,CORTLAND,0,0,0,1,0,0,2,0,0
9/13/22,DELAWARE,0,0,0,0,0,0,1,2,1
9/13/22,DUTCHESS,1,0,0,2,0,4,10,3,11
9/13/22,ERIE,0,0,3,11,8,13,23,21,21
9/13/22,ESSEX,0,0,0,0,0,0,0,1,0
9/13/22,FRANKLIN,0,0,0,0,0,0,0,1,2
9/13/22,FULTON,0,0,0,0,0,0,0,0,0
9/13/22,GENESEE,0,0,0,1,1,0,0,5,4
9/13/22,HERKIMER,0,0,0,0,0,0,0,1,0
9/13/22,JEFFERSON,0,0,0,0,0,4,5,1,1
9/13/22,KINGS,0,1,5,25,19,29,37,58,39
9/13/22,LEWIS,0,0,0,0,1,0,0,2,1
9/13/22,LIVINGSTON,0,0,0,0,0,1,0,1,1
9/13/22,MADISON,0,0,0,0,0,0,0,0,0
9/13/22,MONROE,0,2,2,16,7,28,38,40,34
9/13/22,MONTGOMERY,0,0,0,0,0,2,0,3,0
9/13/22,NASSAU,1,0,2,14,8,32,49,47,56
9/13/22,NEW YORK,9,1,6,45,28,55,45,54,36
9/13/22,NIAGARA,0,0,0,1,1,2,1,3,3
9/13/22,ONEIDA,0,0,0,4,3,5,8,14,7
9/13/22,ONONDAGA,0,0,3,8,5,8,17,8,13
9/13/22,ONTARIO,0,0,0,0,3,2,2,4,6
9/13/22,ORANGE,0,0,0,6,2,4,4,13,5
9/13/22,ORLEANS,0,0,0,0,0,0,0,1,0
9/13/22,OSWEGO,0,0,0,0,1,1,1,1,1
9/13/22,OTSEGO,0,0,0,0,0,0,0,3,1
9/13/22,PUTNAM,0,0,0,0,1,0,0,2,1
9/13/22,QUEENS,2,2,6,23,14,32,29,34,37
9/13/22,RENSSELAER,0,0,0,1,0,3,4,5,7
9/13/22,RICHMOND,1,0,0,6,5,5,11,7,11
9/13/22,ROCKLAND,0,0,0,2,4,6,3,9,3
9/13/22,SARATOGA,0,0,0,2,1,3,3,6,3
9/13/22,SCHENECTADY,0,0,0,0,2,3,1,3,3
9/13/22,SCHOHARIE,0,0,0,0,0,0,0,0,0
9/13/22,SCHUYLER,0,0,0,0,0,0,0,0,0
9/13/22,ST.LAWRENCE,0,0,0,0,1,0,4,2,0
9/13/22,STEUBEN,0,0,0,0,0,1,0,1,3
9/13/22,SUFFOLK,1,0,1,14,10,33,28,51,40
9/13/22,SULLIVAN,0,0,0,0,1,0,0,4,0
9/13/22,TOMPKINS,0,0,0,1,2,2,0,2,1
9/13/22,ULSTER,0,0,0,0,0,1,2,7,2
9/13/22,WARREN,0,0,0,0,0,1,3,5,3
9/13/22,WAYNE,0,0,0,1,0,1,2,1,1
9/13/22,WESTCHESTER,0,0,5,20,6,8,30,27,26
9/13/22,WYOMING,0,0,0,0,0,1,0,0,1
9/13/22,YATES,0,0,0,0,0,0,0,0,1
9/14/22,ALBANY,1,0,3,9,2,9,11,12,9
9/14/22,ALLEGANY,0,0,0,0,0,1,0,0,1
9/14/22,BRONX,0,0,1,11,4,16,24,25,13
9/14/22,BROOME,0,0,0,3,1,7,12,21,11
9/14/22,CATTARAUGUS,0,0,0,1,1,4,3,4,3
9/14/22,CAYUGA,0,0,0,1,0,1,0,3,0
9/14/22,CHAUTAUQUA,0,0,0,1,0,0,1,1,1
9/14/22,CHEMUNG,0,0,0,1,1,5,4,5,4
9/14/22,CHENANGO,0,0,0,0,0,0,1,1,1
9/14/22,CLINTON,0,0,0,0,1,2,5,4,4
9/14/22,COLUMBIA,0,0,0,0,0,3,1,4,2
9/14/22,CORTLAND,0,0,0,1,0,0,3,0,0
9/14/22,DELAWARE,0,0,0,0,0,0,1,2,1
9/14/22,DUTCHESS,1,0,0,2,0,5,13,5,12
9/14/22,ERIE,0,1,5,12,7,12,18,20,20
9/14/22,ESSEX,0,0,0,1,0,0,0,2,0
9/14/22,FRANKLIN,0,0,0,0,0,0,1,2,1
9/14/22,FULTON,0,0,0,0,0,0,0,0,0
9/14/22,GENESEE,0,0,0,1,0,0,2,5,5
9/14/22,HERKIMER,0,0,0,0,0,0,0,1,1
9/14/22,JEFFERSON,0,0,0,1,2,2,5,3,2
9/14/22,KINGS,2,1,5,22,15,25,37,57,35
9/14/22,LEWIS,0,0,0,0,1,0,0,2,1
9/14/22,LIVINGSTON,0,0,0,0,0,1,1,1,1
9/14/22,MADISON,0,0,0,0,0,1,0,0,0
9/14/22,MONROE,0,2,1,19,7,27,35,42,35
9/14/22,MONTGOMERY,0,0,0,1,0,3,0,2,0
9/14/22,NASSAU,2,1,1,13,9,31,39,44,55
9/14/22,NEW YORK,6,1,9,45,25,53,48,47,32
9/14/22,NIAGARA,0,0,0,1,1,2,1,3,4
9/14/22,ONEIDA,0,0,0,4,2,5,7,14,6
9/14/22,ONONDAGA,0,1,3,9,3,8,16,12,15
9/14/22,ONTARIO,0,0,0,0,3,2,2,2,4
9/14/22,ORANGE,0,0,0,5,2,4,8,8,2
9/14/22,ORLEANS,0,0,0,0,0,0,0,1,0
9/14/22,OSWEGO,0,0,0,1,0,0,1,2,1
9/14/22,OTSEGO,0,0,0,0,0,0,1,2,1
9/14/22,PUTNAM,0,0,0,0,0,0,0,2,2
9/14/22,QUEENS,0,2,5,27,13,31,27,38,33
9/14/22,RENSSELAER,0,0,0,1,0,2,3,5,4
9/14/22,RICHMOND,1,2,0,5,4,6,9,8,12
9/14/22,ROCKLAND,0,0,0,2,4,6,4,7,5
9/14/22,SARATOGA,0,0,0,1,1,6,3,5,3
9/14/22,SCHENECTADY,0,0,0,0,3,3,1,3,3
9/14/22,SCHOHARIE,0,0,0,0,0,0,0,0,0
9/14/22,SCHUYLER,0,0,0,0,0,0,0,0,0
9/14/22,ST.LAWRENCE,0,0,0,1,0,1,3,1,0
9/14/22,STEUBEN,0,0,0,0,0,1,1,1,3
9/14/22,SUFFOLK,1,1,2,17,12,28,26,55,37
9/14/22,SULLIVAN,0,0,0,0,1,0,0,1,0
9/14/22,TOMPKINS,0,0,0,1,2,2,1,2,1
9/14/22,ULSTER,0,0,0,1,0,1,2,7,1
9/14/22,WARREN,0,0,0,1,0,2,4,4,4
9/14/22,WAYNE,0,0,0,2,0,1,3,1,1
9/14/22,WESTCHESTER,0,1,6,20,4,11,29,31,23
9/14/22,WYOMING,0,0,0,0,0,2,0,0,1
9/14/22,YATES,0,0,0,0,0,0,0,0,2
9/15/22,ALBANY,1,0,3,8,2,6,10,12,11
9/15/22,ALLEGANY,0,0,0,0,0,1,0,1,0
9/15/22,BRONX,0,0,4,15,9,15,25,27,10
9/15/22,BROOME,0,0,0,3,1,7,11,19,11
9/15/22,CATTARAUGUS,0,0,0,1,1,5,2,4,2
9/15/22,CAYUGA,0,0,0,1,1,0,0,2,0
9/15/22,CHAUTAUQUA,0,0,0,1,0,0,3,1,1
9/15/22,CHEMUNG,0,0,0,3,1,3,5,4,5
9/15/22,CHENANGO,0,0,0,0,0,0,2,2,0
9/15/22,CLINTON,0,0,0,0,2,3,5,5,3
9/15/22,COLUMBIA,0,0,0,0,0,3,1,3,1
9/15/22,CORTLAND,0,0,0,1,0,0,3,0,1
9/15/22,DELAWARE,0,0,0,0,0,0,0,3,2
9/15/22,DUTCHESS,1,0,0,2,0,4,11,6,10
9/15/22,ERIE,1,3,4,11,4,11,16,16,18
9/15/22,ESSEX,0,0,0,1,0,0,0,2,0
9/15/22,FRANKLIN,0,0,0,0,0,0,1,3,2
9/15/22,FULTON,0,0,0,0,0,0,0,0,0
9/15/22,GENESEE,0,0,0,1,0,0,3,3,4
9/15/22,HERKIMER,0,0,0,0,0,0,0,1,1
9/15/22,JEFFERSON,0,0,0,1,2,1,5,2,3
9/15/22,KINGS,1,1,5,16,10,26,41,52,30
9/15/22,LEWIS,0,0,0,0,1,1,0,2,1
9/15/22,LIVINGSTON,0,0,0,0,0,0,1,0,1
9/15/22,MADISON,0,0,0,0,0,1,1,1,1
9/15/22,MONROE,0,2,0,18,9,28,34,40,27
9/15/22,MONTGOMERY,0,0,0,2,0,3,0,1,0
9/15/22,NASSAU,1,0,0,10,9,30,42,43,54
9/15/22,NEW YORK,7,0,7,46,24,50,49,50,30
9/15/22,NIAGARA,0,0,0,1,1,2,1,3,3
9/15/22,ONEIDA,0,0,0,3,2,4,9,12,8
9/15/22,ONONDAGA,0,0,1,6,4,9,15,11,13
9/15/22,ONTARIO,0,0,0,0,3,3,2,3,3
9/15/22,ORANGE,0,0,1,5,4,3,11,10,2
9/15/22,ORLEANS,0,0,0,0,0,0,0,1,0
9/15/22,OSWEGO,0,0,0,1,0,0,2,2,0
9/15/22,OTSEGO,0,0,0,0,0,0,1,3,1
9/15/22,PUTNAM,0,0,0,0,0,0,0,1,2
9/15/22,QUEENS,0,3,3,24,10,28,34,38,35
9/15/22,RENSSELAER,0,0,0,1,0,2,2,4,3
9/15/22,RICHMOND,1,0,0,4,4,7,9,10,9
9/15/22,ROCKLAND,0,0,0,3,3,5,3,7,5
9/15/22,SARATOGA,0,0,0,2,1,4,3,3,2
9/15/22,SCHENECTADY,0,0,0,0,1,3,2,4,3
9/15/22,SCHOHARIE,0,0,0,0,0,0,0,0,0
9/15/22,SCHUYLER,0,0,0,0,0,0,0,0,0
9/15/22,ST.LAWRENCE,0,0,1,2,0,1,3,1,0
9/15/22,STEUBEN,0,0,1,0,0,1,1,2,2
9/15/22,SUFFOLK,0,1,3,11,10,27,19,58,34
9/15/22,SULLIVAN,0,0,0,0,0,0,0,2,0
9/15/22,TOMPKINS,0,0,0,2,2,2,1,2,0
9/15/22,ULSTER,0,0,0,1,0,1,3,4,2
9/15/22,WARREN,0,0,0,1,0,3,3,4,4
9/15/22,WAYNE,0,0,0,0,0,2,2,2,1
9/15/22,WESTCHESTER,0,1,2,16,5,14,26,33,21
9/15/22,WYOMING,0,0,0,0,0,2,0,1,0
9/15/22,YATES,0,0,0,0,0,0,0,0,2
9/16/22,ALBANY,1,1,3,8,2,8,10,11,9
9/16/22,ALLEGANY,0,0,0,0,0,1,0,1,0
9/16/22,BRONX,1,0,3,18,6,21,23,28,12
9/16/22,BROOME,0,0,0,3,1,7,10,19,10
9/16/22,CATTARAUGUS,0,0,0,1,1,4,1,4,2
9/16/22,CAYUGA,0,0,0,0,0,0,0,1,1
9/16/22,CHAUTAUQUA,0,0,0,0,0,0,5,0,2
9/16/22,CHEMUNG,0,0,0,2,1,5,5,2,4
9/16/22,CHENANGO,0,0,0,0,0,0,2,2,0
9/16/22,CLINTON,0,0,0,0,1,2,5,4,5
9/16/22,COLUMBIA,0,0,0,0,0,1,0,2,1
9/16/22,CORTLAND,0,0,0,0,0,0,5,0,1
9/16/22,DELAWARE,0,0,0,0,0,0,0,3,2
9/16/22,DUTCHESS,1,0,0,1,1,5,11,9,10
9/16/22,ERIE,1,2,4,13,6,11,19,18,17
9/16/22,ESSEX,0,0,0,0,0,0,0,1,0
9/16/22,FRANKLIN,0,0,0,0,0,0,1,1,2
9/16/22,FULTON,0,0,0,0,0,0,0,0,0
9/16/22,GENESEE,0,0,0,1,0,0,2,3,4
9/16/22,HERKIMER,0,0,0,0,0,0,0,1,1
9/16/22,JEFFERSON,0,0,0,0,1,1,5,2,2
9/16/22,KINGS,1,1,2,18,8,24,40,54,29
9/16/22,LEWIS,0,0,0,0,1,0,0,1,1
9/16/22,LIVINGSTON,0,0,0,0,0,0,1,1,1
9/16/22,MADISON,0,0,0,0,0,1,2,1,1
9/16/22,MONROE,0,2,1,13,7,28,31,42,26
9/16/22,MONTGOMERY,0,0,0,2,0,2,0,1,0
9/16/22,NASSAU,1,1,0,12,10,25,40,44,54
9/16/22,NEW YORK,6,1,7,38,24,52,50,53,25
9/16/22,NIAGARA,0,0,0,1,0,2,1,3,2
9/16/22,ONEIDA,0,0,0,1,2,5,8,10,6
9/16/22,ONONDAGA,0,0,1,3,3,8,13,14,14
9/16/22,ONTARIO,0,0,0,0,3,3,2,4,1
9/16/22,ORANGE,0,0,2,4,4,3,10,9,3
9/16/22,ORLEANS,0,0,0,0,0,0,0,1,0
9/16/22,OSWEGO,0,0,0,1,0,0,2,1,0
9/16/22,OTSEGO,0,0,0,0,0,0,2,3,1
9/16/22,PUTNAM,0,0,0,0,0,0,0,1,1
9/16/22,QUEENS,1,2,5,19,10,26,32,39,30
9/16/22,RENSSELAER,0,0,0,2,1,2,2,4,3
9/16/22,RICHMOND,0,0,0,6,4,8,9,12,9
9/16/22,ROCKLAND,0,0,0,2,3,4,5,6,4
9/16/22,SARATOGA,0,0,0,2,1,2,3,4,2
9/16/22,SCHENECTADY,0,0,0,0,1,3,1,5,2
9/16/22,SCHOHARIE,0,0,0,0,0,0,0,0,0
9/16/22,SCHUYLER,0,0,0,0,0,0,0,0,0
9/16/22,ST.LAWRENCE,0,0,1,2,0,0,3,1,0
9/16/22,STEUBEN,0,0,1,0,0,0,0,2,1
9/16/22,SUFFOLK,1,0,1,17,13,26,23,54,33
9/16/22,SULLIVAN,0,0,0,1,0,1,0,2,0
9/16/22,TOMPKINS,0,0,0,1,1,2,1,1,0
9/16/22,ULSTER,0,0,0,2,0,1,2,3,1
9/16/22,WARREN,0,0,0,2,0,2,4,3,3
9/16/22,WAYNE,0,0,0,1,0,2,2,2,1
9/16/22,WESTCHESTER,0,1,3,12,5,13,24,28,21
9/16/22,WYOMING,0,0,0,0,0,2,0,1,0
9/16/22,YATES,0,0,0,0,0,0,0,0,1
9/19/22,ALBANY,0,1,6,8,2,9,9,11,10
9/19/22,ALLEGANY,0,0,0,0,0,1,0,3,0
9/19/22,BRONX,0,1,2,15,5,25,25,26,6
9/19/22,BROOME,0,0,0,1,2,5,7,18,10
9/19/22,CATTARAUGUS,0,0,0,1,1,2,1,4,4
9/19/22,CAYUGA,0,0,0,0,0,0,1,1,1
9/19/22,CHAUTAUQUA,0,0,0,0,0,0,4,2,2
9/19/22,CHEMUNG,0,0,0,2,1,2,7,0,5
9/19/22,CHENANGO,0,0,0,0,0,0,1,2,0
9/19/22,CLINTON,0,0,0,0,5,2,5,5,3
9/19/22,COLUMBIA,0,0,0,0,0,1,0,2,1
9/19/22,CORTLAND,0,0,1,0,0,0,3,2,1
9/19/22,DELAWARE,0,0,0,0,0,0,0,3,1
9/19/22,DUTCHESS,1,0,0,0,1,9,9,10,9
9/19/22,ERIE,0,3,3,12,5,11,20,19,21
9/19/22,ESSEX,0,0,0,0,0,0,0,1,0
9/19/22,FRANKLIN,0,0,0,0,0,0,1,1,3
9/19/22,FULTON,0,0,0,1,0,0,0,0,0
9/19/22,GENESEE,0,0,0,1,1,0,2,2,5
9/19/22,HERKIMER,0,0,0,0,0,1,0,0,0
9/19/22,JEFFERSON,0,0,0,0,2,1,3,2,3
9/19/22,KINGS,0,0,4,20,12,30,37,56,36
9/19/22,LEWIS,0,0,0,0,0,0,0,1,2
9/19/22,LIVINGSTON,0,0,0,0,0,0,1,1,1
9/19/22,MADISON,0,0,0,1,0,0,3,2,1
9/19/22,MONROE,1,2,2,18,9,30,37,43,25
9/19/22,MONTGOMERY,0,0,0,1,0,0,0,2,0
9/19/22,NASSAU,1,1,0,11,10,28,43,55,60
9/19/22,NEW YORK,3,2,7,34,22,52,49,57,32
9/19/22,NIAGARA,0,0,0,1,0,2,2,4,1
9/19/22,ONEIDA,0,0,0,1,0,3,7,10,7
9/19/22,ONONDAGA,1,0,2,6,3,9,13,14,13
9/19/22,ONTARIO,0,0,0,0,2,1,2,3,1
9/19/22,ORANGE,0,0,2,5,3,5,14,8,5
9/19/22,ORLEANS,0,0,0,0,0,0,0,1,0
9/19/22,OSWEGO,0,0,0,0,0,2,0,1,0
9/19/22,OTSEGO,0,0,0,2,1,0,4,3,2
9/19/22,PUTNAM,0,0,0,0,0,1,0,0,0
9/19/22,QUEENS,1,2,2,24,11,24,31,40,43
9/19/22,RENSSELAER,0,0,0,1,1,3,0,4,4
9/19/22,RICHMOND,0,0,0,5,5,8,14,12,12
9/19/22,ROCKLAND,0,0,0,3,2,2,4,8,5
9/19/22,SARATOGA,0,0,0,1,1,1,5,5,2
9/19/22,SCHENECTADY,0,0,0,0,1,4,2,4,3
9/19/22,SCHOHARIE,0,0,0,0,1,0,0,0,0
9/19/22,SCHUYLER,0,0,0,0,0,0,0,0,0
9/19/22,ST.LAWRENCE,0,0,1,2,0,1,1,1,0
9/19/22,STEUBEN,0,0,0,0,0,0,0,1,4
9/19/22,SUFFOLK,0,0,1,26,11,26,20,52,34
9/19/22,SULLIVAN,0,0,0,2,0,0,0,1,0
9/19/22,TOMPKINS,0,0,0,1,2,0,3,1,2
9/19/22,ULSTER,0,0,0,1,0,2,2,3,1
9/19/22,WARREN,0,0,0,0,0,4,5,3,4
9/19/22,WAYNE,0,0,0,1,0,1,3,1,2
9/19/22,WESTCHESTER,1,0,2,10,7,16,20,34,21
9/19/22,WYOMING,0,0,0,0,0,0,1,0,0
9/19/22,YATES,0,0,0,0,0,0,0,0,1
9/20/22,ALBANY,1,1,3,9,2,6,11,11,12
9/20/22,ALLEGANY,0,0,0,0,0,1,0,5,0
9/20/22,BRONX,0,1,5,14,7,23,19,22,6
9/20/22,BROOME,0,0,0,1,2,7,5,17,9
9/20/22,CATTARAUGUS,0,0,0,2,3,1,2,4,3
9/20/22,CAYUGA,0,0,0,0,0,1,1,0,1
9/20/22,CHAUTAUQUA,0,0,0,0,0,0,4,4,1
9/20/22,CHEMUNG,0,0,0,1,1,1,4,1,4
9/20/22,CHENANGO,0,0,0,0,0,0,1,2,0
9/20/22,CLINTON,0,0,0,0,5,2,5,5,4
9/20/22,COLUMBIA,0,0,0,0,0,1,1,1,1
9/20/22,CORTLAND,0,0,1,0,0,0,3,3,1
9/20/22,DELAWARE,0,0,0,0,0,1,0,1,0
9/20/22,DUTCHESS,1,1,0,0,1,6,11,13,7
9/20/22,ERIE,0,3,4,13,6,12,23,20,21
9/20/22,ESSEX,0,0,0,0,0,0,0,0,0
9/20/22,FRANKLIN,0,0,0,0,0,0,1,1,2
9/20/22,FULTON,0,0,0,0,0,1,1,1,0
9/20/22,GENESEE,0,0,0,2,1,0,2,1,5
9/20/22,HERKIMER,0,0,0,0,0,1,0,0,0
9/20/22,JEFFERSON,0,0,0,0,2,0,3,2,2
9/20/22,KINGS,0,0,1,24,12,30,33,49,29
9/20/22,LEWIS,0,0,0,0,0,0,0,2,2
9/20/22,LIVINGSTON,0,0,0,1,1,0,0,2,1
9/20/22,MADISON,0,0,0,1,0,0,4,1,1
9/20/22,MONROE,0,1,1,16,9,32,36,47,25
9/20/22,MONTGOMERY,0,0,0,0,0,0,0,2,1
9/20/22,NASSAU,2,1,1,15,12,29,46,53,59
9/20/22,NEW YORK,5,2,6,44,24,50,53,52,34
9/20/22,NIAGARA,0,0,0,1,0,3,2,4,2
9/20/22,ONEIDA,0,0,0,1,1,3,7,9,8
9/20/22,ONONDAGA,2,2,1,5,6,10,12,15,16
9/20/22,ONTARIO,0,0,0,0,2,3,2,3,2
9/20/22,ORANGE,0,0,1,8,4,6,14,11,6
9/20/22,ORLEANS,0,0,0,0,1,0,0,0,0
9/20/22,OSWEGO,0,0,0,0,0,2,0,0,0
9/20/22,OTSEGO,0,0,0,0,1,0,3,3,2
9/20/22,PUTNAM,0,0,0,0,0,0,0,1,1
9/20/22,QUEENS,1,3,4,23,11,22,37,42,43
9/20/22,RENSSELAER,0,0,0,1,1,3,0,4,2
9/20/22,RICHMOND,0,0,0,7,6,10,15,10,12
9/20/22,ROCKLAND,0,0,0,2,0,3,4,8,7
9/20/22,SARATOGA,0,0,1,1,1,1,5,6,2
9/20/22,SCHENECTADY,0,0,0,1,0,3,2,4,3
9/20/22,SCHOHARIE,0,0,0,0,1,0,0,0,0
9/20/22,SCHUYLER,0,0,0,0,0,0,0,0,0
9/20/22,ST.LAWRENCE,0,0,1,2,0,0,1,1,0
9/20/22,STEUBEN,0,0,0,0,0,0,0,1,6
9/20/22,SUFFOLK,2,1,1,24,11,29,25,59,41
9/20/22,SULLIVAN,0,0,0,2,0,0,0,2,0
9/20/22,TOMPKINS,0,0,0,1,1,0,2,1,1
9/20/22,ULSTER,0,0,0,1,0,1,2,2,1
9/20/22,WARREN,0,0,0,0,0,5,4,2,4
9/20/22,WAYNE,0,0,0,0,1,1,3,1,1
9/20/22,WESTCHESTER,3,0,0,14,8,16,18,37,23
9/20/22,WYOMING,0,0,0,0,0,1,0,0,0
9/20/22,YATES,0,0,0,0,0,0,0,0,1
9/21/22,ALBANY,1,2,3,13,3,6,13,11,13
9/21/22,ALLEGANY,0,0,0,0,0,1,0,4,0
9/21/22,BRONX,1,2,3,17,8,24,17,26,11
9/21/22,BROOME,0,0,0,3,1,8,6,18,9
9/21/22,CATTARAUGUS,0,0,0,1,3,1,2,4,3
9/21/22,CAYUGA,0,0,0,1,0,1,1,0,0
9/21/22,CHAUTAUQUA,0,0,0,0,0,0,4,4,1
9/21/22,CHEMUNG,0,0,0,0,1,3,5,1,3
9/21/22,CHENANGO,0,0,0,0,0,0,1,1,0
