As of Date,Facility County,Patients Age Less Than 1 Year,Patients Age 1 To 4 Years,Patients Age 5 to 19 Years,Patients Age 20 to 44 Years,Patients Age 45 to 54 Years,Patients Age 55 to 64 Years,Patients Age 65 to 74 Years,Patients Age 75 to 84 Years,Patients Age Greater Than 85 Years
4/2/20,ST.LAWRENCE,0,0,0,0,0,0,0,0,0
4/2/20,STEUBEN,0,0,0,2,1,0,3,0,2
4/2/20,SUFFOLK,1,1,4,174,206,279,275,229,129
4/2/20,SULLIVAN,0,0,0,2,2,1,3,3,2
4/2/20,TOMPKINS,0,0,0,0,1,0,1,0,0
4/2/20,ULSTER,0,0,0,1,3,1,4,4,3
4/2/20,WARREN,0,0,0,1,0,0,0,2,0
4/2/20,WAYNE,0,0,0,0,0,0,0,0,0
4/2/20,WESTCHESTER,3,0,2,108,121,184,203,133,84
4/2/20,WYOMING,0,0,0,0,0,0,0,0,0
4/2/20,YATES,0,0,0,0,0,0,0,0,0
4/3/20,ALBANY,1,0,0,10,15,14,21,16,5
4/3/20,ALLEGANY,0,0,0,0,1,1,0,2,0
4/3/20,BRONX,3,1,7,267,291,431,458,274,91
4/3/20,BROOME,0,0,0,4,0,1,5,2,1
4/3/20,CATTARAUGUS,0,0,0,1,1,0,0,1,0
4/3/20,CAYUGA,0,0,0,0,0,0,0,0,0
4/3/20,CHAUTAUQUA,0,0,0,0,0,0,0,1,0
4/3/20,CHEMUNG,0,0,0,0,0,2,1,2,0
4/3/20,CHENANGO,0,0,0,0,0,0,1,0,0
4/3/20,CLINTON,0,0,0,0,2,0,2,1,1
4/3/20,COLUMBIA,0,0,0,1,2,3,2,1,1
4/3/20,CORTLAND,0,0,0,0,0,0,0,0,0
4/3/20,DELAWARE,0,0,0,0,0,0,1,1,0
4/3/20,DUTCHESS,0,0,0,6,9,21,26,11,6
4/3/20,ERIE,0,0,0,20,30,52,41,22,14
4/3/20,ESSEX,0,0,0,0,0,0,1,0,0
4/3/20,FRANKLIN,0,0,0,0,0,0,0,0,0
4/3/20,FULTON,0,0,0,0,0,1,1,0,0
4/3/20,GENESEE,0,0,0,0,0,0,0,0,0
4/3/20,HERKIMER,0,0,0,0,0,0,0,0,0
4/3/20,JEFFERSON,0,0,0,0,0,0,0,0,0
4/3/20,KINGS,1,1,3,234,335,501,556,393,186
4/3/20,LEWIS,0,0,0,0,0,0,0,0,1
4/3/20,LIVINGSTON,0,0,0,0,0,0,0,0,0
4/3/20,MADISON,0,0,0,0,0,0,0,0,1
4/3/20,MONROE,0,0,0,7,12,23,27,14,7
4/3/20,MONTGOMERY,0,0,0,0,0,3,0,1,0
4/3/20,NASSAU,1,0,5,194,282,548,513,378,200
4/3/20,NEW YORK,10,0,24,487,484,814,892,553,265
4/3/20,NIAGARA,0,0,0,2,0,2,2,1,1
4/3/20,ONEIDA,0,0,0,2,2,3,3,4,1
4/3/20,ONONDAGA,0,0,0,8,7,6,5,8,4
4/3/20,ONTARIO,0,0,0,0,0,1,0,0,0
4/3/20,ORANGE,1,0,0,33,20,45,51,19,15
4/3/20,ORLEANS,0,0,0,0,0,0,0,0,0
4/3/20,OSWEGO,0,0,0,0,0,0,0,0,0
4/3/20,OTSEGO,0,0,0,1,1,0,3,4,1
4/3/20,PUTNAM,0,0,0,3,1,4,5,4,1
4/3/20,QUEENS,4,1,9,311,372,567,542,377,230
4/3/20,RENSSELAER,0,0,0,0,0,4,2,2,1
4/3/20,RICHMOND,0,0,3,47,75,109,106,77,33
4/3/20,ROCKLAND,0,0,0,40,34,68,50,34,20
4/3/20,SARATOGA,0,0,0,2,1,6,4,1,1
4/3/20,SCHENECTADY,0,0,0,2,5,3,4,6,9
4/3/20,SCHOHARIE,0,0,0,0,0,0,0,0,0
4/3/20,SCHUYLER,0,0,0,0,0,0,0,0,0
4/3/20,ST.LAWRENCE,0,0,0,0,1,0,2,0,0
4/3/20,STEUBEN,0,0,0,2,0,0,3,0,2
4/3/20,SUFFOLK,0,0,5,175,218,329,299,265,138
4/3/20,SULLIVAN,0,0,0,3,3,4,3,4,2
4/3/20,TOMPKINS,0,0,0,0,1,0,1,0,0
4/3/20,ULSTER,0,0,0,1,3,1,4,3,3
4/3/20,WARREN,0,0,0,0,1,1,0,3,0
4/3/20,WAYNE,0,0,0,0,0,0,1,0,0
4/3/20,WESTCHESTER,5,0,3,119,129,210,202,143,85
4/3/20,WYOMING,0,0,0,0,0,0,1,0,0
4/3/20,YATES,0,0,0,0,0,0,0,0,0
4/4/20,ALBANY,1,0,0,11,16,16,22,16,5
4/4/20,ALLEGANY,0,0,0,0,1,1,1,2,0
4/4/20,BRONX,4,1,11,279,303,473,503,285,98
4/4/20,BROOME,0,0,0,4,1,2,4,3,0
4/4/20,CATTARAUGUS,0,0,0,0,1,0,0,1,0
4/4/20,CAYUGA,0,0,0,0,0,0,0,0,0
4/4/20,CHAUTAUQUA,0,0,0,0,0,0,0,1,0
4/4/20,CHEMUNG,0,0,0,0,0,0,0,2,0
4/4/20,CHENANGO,0,0,0,0,0,0,0,0,0
4/4/20,CLINTON,0,0,0,0,2,0,2,2,2
4/4/20,COLUMBIA,0,0,0,1,1,1,1,3,1
4/4/20,CORTLAND,0,0,0,0,0,0,0,0,0
4/4/20,DELAWARE,0,0,0,0,0,0,1,1,0
4/4/20,DUTCHESS,0,0,0,5,8,27,22,14,5
4/4/20,ERIE,0,0,0,18,28,59,40,27,16
4/4/20,ESSEX,0,0,0,0,0,0,0,0,0
4/4/20,FRANKLIN,0,0,0,0,0,0,0,0,0
4/4/20,FULTON,0,0,0,0,0,1,1,0,0
4/4/20,GENESEE,0,0,0,0,0,0,0,0,0
4/4/20,HERKIMER,0,0,0,0,0,0,0,0,0
4/4/20,JEFFERSON,0,0,0,0,0,0,0,0,0
4/4/20,KINGS,1,1,2,235,331,549,624,414,203
4/4/20,LEWIS,0,0,0,0,0,0,0,0,1
4/4/20,LIVINGSTON,0,0,0,0,0,0,0,1,0
4/4/20,MADISON,0,0,0,0,0,1,0,0,2
4/4/20,MONROE,0,0,0,9,12,28,34,17,5
4/4/20,MONTGOMERY,0,0,0,0,0,4,0,1,0
4/4/20,NASSAU,0,0,5,192,298,561,535,393,214
4/4/20,NEW YORK,7,2,29,467,491,855,924,581,263
4/4/20,NIAGARA,0,0,0,2,1,2,2,1,1
4/4/20,ONEIDA,0,0,0,0,2,4,2,3,1
4/4/20,ONONDAGA,0,0,0,8,9,6,6,10,3
4/4/20,ONTARIO,0,0,0,0,0,1,0,0,0
4/4/20,ORANGE,1,0,0,33,16,46,57,18,15
4/4/20,ORLEANS,0,0,0,0,0,0,0,0,0
4/4/20,OSWEGO,0,0,0,0,0,0,0,0,0
4/4/20,OTSEGO,0,0,0,1,2,0,3,5,1
4/4/20,PUTNAM,0,0,0,2,1,4,3,7,1
4/4/20,QUEENS,4,1,10,295,378,588,568,394,151
4/4/20,RENSSELAER,0,0,0,0,0,4,3,3,1
4/4/20,RICHMOND,0,0,1,50,71,115,101,67,28
4/4/20,ROCKLAND,0,0,0,32,33,67,50,37,18
4/4/20,SARATOGA,0,0,0,2,2,7,5,1,1
4/4/20,SCHENECTADY,0,0,0,2,6,3,4,6,6
4/4/20,SCHOHARIE,0,0,0,0,0,0,0,0,0
4/4/20,SCHUYLER,0,0,0,0,0,0,0,0,0
4/4/20,ST.LAWRENCE,0,0,0,0,0,0,1,0,0
4/4/20,STEUBEN,0,0,0,1,0,0,2,1,1
4/4/20,SUFFOLK,0,0,4,182,227,331,307,244,139
4/4/20,SULLIVAN,0,0,0,3,5,4,3,3,2
4/4/20,TOMPKINS,0,0,0,0,1,0,1,0,0
4/4/20,ULSTER,0,0,0,1,3,1,4,3,3
4/4/20,WARREN,0,0,0,1,1,2,1,3,0
4/4/20,WAYNE,0,0,0,0,0,0,1,0,0
4/4/20,WESTCHESTER,4,0,4,118,148,245,212,154,94
4/4/20,WYOMING,0,0,0,0,0,0,2,0,0
4/4/20,YATES,0,0,0,0,0,0,0,0,0
4/5/20,ALBANY,1,0,0,15,15,22,22,18,5
4/5/20,ALLEGANY,0,0,0,0,1,1,0,1,0
4/5/20,BRONX,2,1,11,254,295,418,453,251,100
4/5/20,BROOME,0,0,0,2,1,2,4,4,0
4/5/20,CATTARAUGUS,0,0,0,0,2,0,0,1,0
4/5/20,CAYUGA,0,0,0,1,0,0,0,0,0
4/5/20,CHAUTAUQUA,0,0,0,0,0,1,0,2,0
4/5/20,CHEMUNG,0,0,0,0,0,0,0,2,0
4/5/20,CHENANGO,0,0,0,0,0,0,0,0,0
4/5/20,CLINTON,0,0,0,0,3,0,3,2,2
4/5/20,COLUMBIA,0,0,0,0,1,3,1,0,0
4/5/20,CORTLAND,0,0,0,0,0,0,0,0,0
4/5/20,DELAWARE,0,0,0,0,0,0,1,1,0
4/5/20,DUTCHESS,0,0,0,3,7,27,23,14,5
4/5/20,ERIE,0,0,0,16,31,54,60,31,19
4/5/20,ESSEX,0,0,0,0,0,0,0,0,0
4/5/20,FRANKLIN,0,0,0,0,0,0,0,0,0
4/5/20,FULTON,0,0,0,0,0,0,1,0,0
4/5/20,GENESEE,0,0,0,0,0,0,0,0,0
4/5/20,HERKIMER,0,0,0,0,0,0,0,0,0
4/5/20,JEFFERSON,0,0,0,0,0,0,0,0,0
4/5/20,KINGS,1,2,2,229,332,580,643,421,198
4/5/20,LEWIS,0,0,0,0,0,0,0,0,1
4/5/20,LIVINGSTON,0,0,0,0,0,1,0,0,0
4/5/20,MADISON,0,0,0,0,0,1,0,0,2
4/5/20,MONROE,0,0,0,10,14,31,35,15,8
4/5/20,MONTGOMERY,0,0,0,0,0,5,2,1,0
4/5/20,NASSAU,0,0,4,199,314,578,543,432,220
4/5/20,NEW YORK,9,1,31,449,510,884,966,628,283
4/5/20,NIAGARA,0,0,0,1,2,3,3,1,2
4/5/20,ONEIDA,0,0,0,1,1,3,2,5,1
4/5/20,ONONDAGA,0,0,0,6,9,5,8,12,3
4/5/20,ONTARIO,0,0,0,0,0,2,1,0,0
4/5/20,ORANGE,1,0,0,28,19,45,58,19,15
4/5/20,ORLEANS,0,0,0,0,0,0,0,0,0
4/5/20,OSWEGO,0,0,0,0,0,0,0,0,0
4/5/20,OTSEGO,0,0,0,1,2,1,4,5,1
4/5/20,PUTNAM,0,0,0,3,2,3,7,7,1
4/5/20,QUEENS,5,1,9,295,386,598,582,407,156
4/5/20,RENSSELAER,0,0,0,0,1,5,3,3,1
4/5/20,RICHMOND,0,0,3,53,61,118,111,71,33
4/5/20,ROCKLAND,0,0,0,31,32,65,46,38,21
4/5/20,SARATOGA,0,0,0,2,2,5,5,2,1
4/5/20,SCHENECTADY,0,0,0,1,6,4,5,5,6
4/5/20,SCHOHARIE,0,0,0,0,0,0,0,0,0
4/5/20,SCHUYLER,0,0,0,0,0,0,0,0,0
4/5/20,ST.LAWRENCE,0,0,0,0,0,0,2,0,0
4/5/20,STEUBEN,0,0,0,0,0,2,2,1,1
4/5/20,SUFFOLK,1,0,3,186,241,347,308,257,134
4/5/20,SULLIVAN,0,0,0,3,3,5,2,4,1
4/5/20,TOMPKINS,0,0,0,1,0,0,1,0,0
4/5/20,ULSTER,0,0,0,1,3,1,4,3,3
4/5/20,WARREN,0,0,0,1,0,3,1,4,0
4/5/20,WAYNE,0,0,0,0,0,0,1,0,0
4/5/20,WESTCHESTER,3,0,3,133,155,249,239,164,95
4/5/20,WYOMING,0,0,0,0,0,0,2,0,0
4/5/20,YATES,0,0,0,0,0,0,0,0,0
4/6/20,ALBANY,0,0,0,15,17,30,23,20,6
4/6/20,ALLEGANY,0,0,0,0,0,0,0,1,0
4/6/20,BRONX,3,0,10,242,309,475,489,273,112
4/6/20,BROOME,0,0,0,3,1,3,4,4,0
4/6/20,CATTARAUGUS,0,0,0,0,2,0,0,1,0
4/6/20,CAYUGA,0,0,0,1,0,1,0,0,0
4/6/20,CHAUTAUQUA,0,0,0,0,0,1,0,2,0
4/6/20,CHEMUNG,0,0,0,0,0,1,1,3,0
4/6/20,CHENANGO,0,0,0,0,0,2,0,0,0
4/6/20,CLINTON,0,0,0,2,1,1,3,1,2
4/6/20,COLUMBIA,0,0,0,0,2,0,2,4,0
4/6/20,CORTLAND,0,0,0,0,0,0,0,0,0
4/6/20,DELAWARE,0,0,0,0,0,0,1,1,0
4/6/20,DUTCHESS,0,0,0,3,6,24,22,13,4
4/6/20,ERIE,0,0,0,17,23,56,53,31,20
4/6/20,ESSEX,0,0,0,0,0,0,0,0,0
4/6/20,FRANKLIN,0,0,0,0,0,0,0,0,0
4/6/20,FULTON,0,0,0,0,1,0,1,0,0
4/6/20,GENESEE,0,0,0,0,0,0,0,0,0
4/6/20,HERKIMER,0,0,0,0,0,0,0,0,0
4/6/20,JEFFERSON,0,0,0,0,0,1,0,0,0
4/6/20,KINGS,0,2,2,252,358,630,665,441,219
4/6/20,LEWIS,0,0,0,0,0,0,0,0,1
4/6/20,LIVINGSTON,0,0,0,0,0,1,0,0,0
4/6/20,MADISON,0,0,0,0,0,1,0,0,2
4/6/20,MONROE,0,0,0,11,16,30,38,13,9
4/6/20,MONTGOMERY,0,0,0,0,0,6,2,1,0
4/6/20,NASSAU,0,0,4,212,309,614,557,435,238
4/6/20,NEW YORK,7,2,30,461,523,895,992,671,302
4/6/20,NIAGARA,0,0,0,2,0,3,3,1,2
4/6/20,ONEIDA,0,0,0,1,1,4,3,4,1
4/6/20,ONONDAGA,0,0,0,5,7,5,11,11,2
4/6/20,ONTARIO,0,0,0,0,1,2,1,0,0
4/6/20,ORANGE,0,0,0,30,28,45,61,21,18
4/6/20,ORLEANS,0,0,0,0,0,0,0,0,0
4/6/20,OSWEGO,0,0,0,0,0,0,0,0,0
4/6/20,OTSEGO,0,0,0,1,2,1,5,7,1
4/6/20,PUTNAM,0,0,0,4,2,4,5,5,2
4/6/20,QUEENS,4,0,9,301,372,597,575,419,165
4/6/20,RENSSELAER,0,0,0,0,1,5,3,5,1
4/6/20,RICHMOND,2,0,2,56,76,127,117,75,39
4/6/20,ROCKLAND,1,0,0,31,36,67,50,40,23
4/6/20,SARATOGA,0,0,0,2,2,3,5,3,1
4/6/20,SCHENECTADY,0,0,0,2,6,4,6,4,5
4/6/20,SCHOHARIE,0,0,0,0,0,0,0,0,0
4/6/20,SCHUYLER,0,0,0,0,0,0,0,0,0
4/6/20,ST.LAWRENCE,0,0,0,0,1,0,3,0,0
4/6/20,STEUBEN,0,0,0,1,0,2,2,1,0
4/6/20,SUFFOLK,1,0,5,185,236,351,333,265,141
4/6/20,SULLIVAN,0,0,0,3,5,5,2,3,2
4/6/20,TOMPKINS,0,0,0,1,0,0,2,0,0
4/6/20,ULSTER,0,0,0,1,2,2,7,1,3
4/6/20,WARREN,0,0,0,1,1,3,2,5,0
4/6/20,WAYNE,0,0,0,0,0,0,1,0,0
4/6/20,WESTCHESTER,3,0,5,127,139,251,257,171,103
4/6/20,WYOMING,0,0,0,0,0,0,2,0,0
4/6/20,YATES,0,0,0,0,0,0,0,0,0
4/7/20,ALBANY,0,0,0,12,15,30,27,19,6
4/7/20,ALLEGANY,0,0,0,0,0,0,0,1,1
4/7/20,BRONX,3,0,8,268,334,506,490,296,133
4/7/20,BROOME,0,0,0,3,1,3,5,3,0
4/7/20,CATTARAUGUS,0,0,0,0,2,0,0,1,0
4/7/20,CAYUGA,0,0,0,1,0,0,0,0,0
4/7/20,CHAUTAUQUA,0,0,0,0,0,1,0,1,0
4/7/20,CHEMUNG,0,0,0,1,0,1,0,3,0
4/7/20,CHENANGO,0,0,0,0,0,1,0,0,0
4/7/20,CLINTON,0,0,0,2,1,1,3,1,2
4/7/20,COLUMBIA,0,0,0,2,2,1,1,4,0
4/7/20,CORTLAND,0,0,0,0,0,0,0,0,0
4/7/20,DELAWARE,0,0,0,0,0,0,0,1,0
4/7/20,DUTCHESS,0,0,0,4,7,36,30,14,6
4/7/20,ERIE,0,0,1,21,26,53,59,32,26
4/7/20,ESSEX,0,0,0,0,0,0,0,0,0
4/7/20,FRANKLIN,0,0,0,0,0,0,0,0,0
4/7/20,FULTON,0,0,0,0,1,0,1,0,0
4/7/20,GENESEE,0,0,0,0,0,0,0,0,0
4/7/20,HERKIMER,0,0,0,0,0,0,0,0,0
4/7/20,JEFFERSON,0,0,0,0,0,1,0,0,0
4/7/20,KINGS,1,2,5,256,364,628,680,469,232
4/7/20,LEWIS,0,0,0,0,0,0,0,0,1
4/7/20,LIVINGSTON,0,0,0,0,1,1,0,0,0
4/7/20,MADISON,0,0,0,0,0,2,0,0,1
4/7/20,MONROE,0,0,0,12,15,32,38,13,10
4/7/20,MONTGOMERY,0,0,0,0,0,5,1,1,0
4/7/20,NASSAU,0,0,3,212,318,596,561,427,236
4/7/20,NEW YORK,7,3,28,466,548,920,1041,671,305
4/7/20,NIAGARA,0,0,0,2,1,2,2,1,1
4/7/20,ONEIDA,0,0,0,0,1,5,7,4,2
4/7/20,ONONDAGA,0,0,0,6,6,8,11,9,3
4/7/20,ONTARIO,0,0,0,0,0,1,1,0,2
4/7/20,ORANGE,0,0,1,32,32,46,61,21,14
4/7/20,ORLEANS,0,0,0,0,0,0,0,0,0
4/7/20,OSWEGO,0,0,0,1,0,0,0,0,0
4/7/20,OTSEGO,0,0,0,0,2,1,5,7,1
4/7/20,PUTNAM,0,0,0,3,2,3,5,5,4
4/7/20,QUEENS,4,0,12,294,363,615,579,409,175
4/7/20,RENSSELAER,0,0,0,0,2,6,5,3,1
4/7/20,RICHMOND,1,1,2,54,76,152,130,85,38
4/7/20,ROCKLAND,0,0,0,31,39,65,51,40,17
4/7/20,SARATOGA,0,0,0,2,2,3,4,3,1
4/7/20,SCHENECTADY,0,0,0,1,6,5,6,4,5
4/7/20,SCHOHARIE,0,0,0,0,0,0,0,0,0
4/7/20,SCHUYLER,0,0,0,0,0,0,0,0,0
4/7/20,ST.LAWRENCE,0,0,0,1,1,1,5,0,0
4/7/20,STEUBEN,0,0,0,0,0,1,2,1,1
4/7/20,SUFFOLK,0,0,3,188,239,400,345,269,141
4/7/20,SULLIVAN,0,0,0,3,4,4,2,4,2
4/7/20,TOMPKINS,0,0,0,1,0,0,2,0,0
4/7/20,ULSTER,0,0,0,1,3,2,6,1,3
4/7/20,WARREN,0,0,0,1,1,2,0,4,0
4/7/20,WAYNE,0,0,0,0,0,0,1,0,0
4/7/20,WESTCHESTER,1,0,4,126,153,252,269,184,118
4/7/20,WYOMING,0,0,0,0,0,0,0,0,0
4/7/20,YATES,0,0,0,0,0,0,0,0,0
4/8/20,ALBANY,0,0,0,11,16,33,30,19,5
4/8/20,ALLEGANY,0,0,0,0,0,0,0,1,1
4/8/20,BRONX,3,1,10,277,354,517,545,323,138
4/8/20,BROOME,0,0,0,2,1,2,4,3,0
4/8/20,CATTARAUGUS,0,0,0,0,2,0,0,1,0
4/8/20,CAYUGA,0,0,0,1,0,0,0,0,0
4/8/20,CHAUTAUQUA,0,0,0,0,0,1,0,0,0
4/8/20,CHEMUNG,0,0,0,1,0,1,0,1,0
4/8/20,CHENANGO,0,0,0,0,0,1,0,0,0
4/8/20,CLINTON,0,0,0,2,1,1,3,1,3
4/8/20,COLUMBIA,0,0,0,2,2,1,3,3,1
4/8/20,CORTLAND,0,0,0,0,0,0,1,0,0
4/8/20,DELAWARE,0,0,0,0,0,0,0,1,0
4/8/20,DUTCHESS,0,0,0,5,6,39,28,11,8
4/8/20,ERIE,0,0,0,23,27,55,58,30,20
4/8/20,ESSEX,0,0,0,0,0,0,0,0,0
4/8/20,FRANKLIN,0,0,0,0,0,0,0,0,0
4/8/20,FULTON,0,0,0,0,1,0,0,0,0
4/8/20,GENESEE,0,0,0,0,1,0,0,0,1
4/8/20,HERKIMER,0,0,0,0,0,0,0,0,0
4/8/20,JEFFERSON,0,0,0,0,0,1,0,0,0
4/8/20,KINGS,1,2,4,246,330,610,687,464,241
4/8/20,LEWIS,0,0,0,0,0,0,0,0,1
4/8/20,LIVINGSTON,0,0,0,0,1,0,0,0,0
4/8/20,MADISON,0,0,0,0,0,2,0,0,1
4/8/20,MONROE,0,0,0,11,15,30,38,13,5
4/8/20,MONTGOMERY,0,0,0,0,0,5,1,1,0
4/8/20,NASSAU,0,0,2,223,324,613,606,434,223
4/8/20,NEW YORK,7,3,29,462,533,941,1058,665,302
4/8/20,NIAGARA,0,0,0,2,1,3,3,2,1
4/8/20,ONEIDA,0,0,0,0,1,6,7,3,2
4/8/20,ONONDAGA,0,0,0,6,7,10,12,8,3
4/8/20,ONTARIO,0,0,0,0,0,2,1,0,2
4/8/20,ORANGE,0,0,1,30,32,48,61,22,14
4/8/20,ORLEANS,0,0,0,0,0,0,0,0,0
4/8/20,OSWEGO,0,0,0,1,0,0,0,0,0
4/8/20,OTSEGO,0,0,0,0,2,2,5,6,1
4/8/20,PUTNAM,0,0,0,3,2,2,6,8,5
4/8/20,QUEENS,3,1,11,268,345,604,573,407,166
4/8/20,RENSSELAER,0,0,0,0,2,6,3,2,1
4/8/20,RICHMOND,1,1,3,54,71,147,133,92,32
4/8/20,ROCKLAND,0,0,0,29,40,61,44,42,16
4/8/20,SARATOGA,0,0,0,1,2,2,4,3,1
4/8/20,SCHENECTADY,0,0,0,1,6,6,8,7,6
4/8/20,SCHOHARIE,0,0,0,0,0,0,0,0,0
4/8/20,SCHUYLER,0,0,0,0,0,0,0,0,0
4/8/20,ST.LAWRENCE,0,0,0,0,1,1,4,0,0
4/8/20,STEUBEN,0,0,0,0,0,1,2,1,1
4/8/20,SUFFOLK,1,0,3,181,248,396,343,278,145
4/8/20,SULLIVAN,0,0,0,2,4,5,3,3,1
4/8/20,TOMPKINS,0,0,0,1,0,0,2,1,1
4/8/20,ULSTER,0,0,0,1,2,1,6,2,3
4/8/20,WARREN,0,0,0,1,1,2,0,4,0
4/8/20,WAYNE,0,0,0,0,0,0,1,0,0
4/8/20,WESTCHESTER,1,0,4,122,155,261,275,193,128
4/8/20,WYOMING,0,0,0,0,0,0,0,0,0
4/8/20,YATES,0,0,0,0,0,0,0,0,0
4/9/20,ALBANY,0,1,0,12,17,32,34,21,4
4/9/20,ALLEGANY,0,0,0,0,0,0,0,1,1
4/9/20,BRONX,3,1,12,284,377,530,530,340,146
4/9/20,BROOME,0,0,0,2,1,2,5,2,0
4/9/20,CATTARAUGUS,0,0,0,0,2,0,0,0,0
4/9/20,CAYUGA,0,0,0,1,0,0,0,0,0
4/9/20,CHAUTAUQUA,0,0,0,0,0,0,0,0,0
4/9/20,CHEMUNG,0,0,0,1,0,2,0,1,0
4/9/20,CHENANGO,0,0,0,0,0,1,0,0,0
4/9/20,CLINTON,0,0,0,2,1,1,3,1,3
4/9/20,COLUMBIA,0,0,0,2,1,0,2,4,1
4/9/20,CORTLAND,0,0,0,0,0,1,1,0,0
4/9/20,DELAWARE,0,0,0,0,0,0,0,1,0
4/9/20,DUTCHESS,0,0,0,6,7,43,27,11,12
4/9/20,ERIE,0,0,0,27,30,63,57,27,17
4/9/20,ESSEX,0,0,0,0,0,0,0,0,0
4/9/20,FRANKLIN,0,0,0,0,0,0,0,0,1
4/9/20,FULTON,0,0,0,0,1,0,0,0,0
4/9/20,GENESEE,0,0,0,0,1,0,0,0,1
4/9/20,HERKIMER,0,0,0,0,0,0,0,0,0
4/9/20,JEFFERSON,0,0,0,0,0,1,0,0,0
4/9/20,KINGS,0,3,5,252,310,589,688,476,248
4/9/20,LEWIS,0,0,0,0,0,0,0,0,1
4/9/20,LIVINGSTON,0,0,0,0,1,0,0,0,0
4/9/20,MADISON,0,0,0,0,0,2,0,1,1
4/9/20,MONROE,0,0,0,11,17,31,39,14,6
4/9/20,MONTGOMERY,0,0,0,0,0,5,1,1,0
4/9/20,NASSAU,0,0,2,222,331,608,608,433,226
4/9/20,NEW YORK,4,2,31,456,521,939,1066,675,308
4/9/20,NIAGARA,0,0,0,1,2,2,1,2,2
4/9/20,ONEIDA,0,0,0,0,2,6,10,3,2
4/9/20,ONONDAGA,0,0,0,6,5,12,11,15,3
4/9/20,ONTARIO,0,0,0,0,0,3,2,0,2
4/9/20,ORANGE,0,0,1,36,34,51,64,24,15
4/9/20,ORLEANS,0,0,0,0,0,0,0,0,0
4/9/20,OSWEGO,0,0,0,1,0,0,0,0,0
4/9/20,OTSEGO,0,0,0,0,1,3,4,6,1
4/9/20,PUTNAM,0,0,0,3,2,3,7,10,5
4/9/20,QUEENS,3,2,8,260,343,623,595,390,176
4/9/20,RENSSELAER,0,0,0,1,2,5,3,3,0
4/9/20,RICHMOND,0,0,3,52,68,131,124,95,30
4/9/20,ROCKLAND,0,0,0,25,38,60,50,43,16
4/9/20,SARATOGA,0,0,0,1,1,2,5,3,1
4/9/20,SCHENECTADY,0,0,0,2,7,6,10,7,6
4/9/20,SCHOHARIE,0,0,0,0,0,0,0,0,0
4/9/20,SCHUYLER,0,0,0,0,0,0,0,0,0
4/9/20,ST.LAWRENCE,0,0,0,1,0,2,1,1,0
4/9/20,STEUBEN,0,0,0,0,0,1,2,0,1
4/9/20,SUFFOLK,2,0,6,196,266,386,353,280,153
4/9/20,SULLIVAN,0,0,0,3,4,4,3,3,1
4/9/20,TOMPKINS,0,0,0,1,0,0,2,1,1
4/9/20,ULSTER,0,0,0,1,3,2,8,1,3
4/9/20,WARREN,0,0,0,1,1,0,0,4,0
4/9/20,WAYNE,0,0,0,0,0,0,1,0,0
4/9/20,WESTCHESTER,1,1,3,134,160,266,298,191,132
4/9/20,WYOMING,0,0,0,0,0,0,1,0,0
4/9/20,YATES,0,0,0,0,0,1,0,0,0
4/10/20,ALBANY,0,1,0,16,16,32,33,23,6
4/10/20,ALLEGANY,0,0,0,0,0,0,0,1,1
4/10/20,BRONX,2,1,11,278,320,516,488,316,136
4/10/20,BROOME,0,0,0,2,1,3,6,3,0
4/10/20,CATTARAUGUS,0,0,0,0,2,0,0,0,0
4/10/20,CAYUGA,0,0,0,1,0,0,0,0,0
4/10/20,CHAUTAUQUA,0,0,0,0,0,0,0,0,0
4/10/20,CHEMUNG,0,0,0,1,0,1,1,1,0
4/10/20,CHENANGO,0,0,0,0,0,1,0,0,0
4/10/20,CLINTON,0,0,0,2,1,2,4,1,3
4/10/20,COLUMBIA,0,0,0,1,2,1,2,4,0
4/10/20,CORTLAND,0,0,0,0,0,0,1,0,0
4/10/20,DELAWARE,0,0,0,0,0,0,0,1,0
4/10/20,DUTCHESS,0,0,0,9,12,32,25,13,11
4/10/20,ERIE,0,0,0,22,35,70,57,25,14
4/10/20,ESSEX,0,0,0,0,0,0,0,0,0
4/10/20,FRANKLIN,0,0,0,0,1,0,0,0,1
4/10/20,FULTON,0,0,0,1,1,0,0,0,0
4/10/20,GENESEE,0,0,0,0,1,0,0,0,1
4/10/20,HERKIMER,0,0,0,0,0,0,0,0,0
4/10/20,JEFFERSON,0,0,0,0,0,1,0,0,0
4/10/20,KINGS,7,2,4,245,319,596,693,476,252
4/10/20,LEWIS,0,0,0,0,0,0,0,0,0
4/10/20,LIVINGSTON,0,0,0,0,1,0,0,0,0
4/10/20,MADISON,0,0,0,0,0,2,0,1,1
4/10/20,MONROE,0,0,0,10,16,32,39,16,7
4/10/20,MONTGOMERY,0,0,0,0,0,4,1,0,0
4/10/20,NASSAU,0,0,1,216,323,620,602,450,238
4/10/20,NEW YORK,4,3,29,469,549,977,1085,676,316
4/10/20,NIAGARA,0,0,0,1,2,1,2,3,3
4/10/20,ONEIDA,0,0,0,0,2,7,10,2,2
4/10/20,ONONDAGA,0,0,0,7,7,9,13,16,4
4/10/20,ONTARIO,0,0,0,0,0,4,2,0,2
4/10/20,ORANGE,0,0,0,32,32,51,62,28,15
4/10/20,ORLEANS,0,0,0,0,0,0,0,0,0
